	observed_otus
10684.weampp05A07	847
10684.weampp04C08	56
10684.weampp04A01	181
10684.weampp03G08	100
10684.weampp02E07	44
10684.weampp14A11	23
10684.weampp03C09	127
10684.weampp01C05	108
10684.weampp05E06	10
10684.weampp13A10	769
10684.weampp16B04	120
10684.weampp08E03	80
10684.weampp12D07	608
10684.weampp07B12	162
10684.weampp10F02	191
10684.weampp09D02	98
10684.weampp16C03	520
10684.weampp05F08	30
10684.weampp05D01	104
10684.weampp04D07	273
10684.weampp11B12	579
10684.weampp07F04	201
10684.weampp16F12	454
10684.weampp03H08	249
10684.weampp02B08	67
10684.weampp14D10	180
10684.weampp02H09	366
10684.weampp01B05	45
10684.weampp06F05	232
10684.weampp07F03	234
10684.weampp04F09	42
10684.weampp14A01	200
10684.weampp08D03	184
10684.weampp13E01	617
10684.weampp04A11	138
10684.weampp07C12	113
10684.weampp10G02	365
10684.weampp10F05	263
10684.weampp11F03	180
10684.weampp13D06	60
10684.weampp08E04	320
10684.weampp02D10	36
10684.weampp14H09	151
10684.weampp16B03	199
10684.weampp05G08	350
10684.weampp05E01	37
10684.weampp04E07	24
10684.weampp11C12	517
10684.weampp07G04	183
10684.weampp06G02	52
10684.weampp01C02	89
10684.weampp03A07	52
10684.weampp03A09	100
10684.weampp01A05	42
10684.weampp06E05	542
10684.weampp07E03	124
10684.weampp04E09	73
10684.weampp03F11	124
10684.weampp08G03	25
10684.weampp14B01	213
10684.weampp05H11	128
10684.weampp13F01	522
10684.weampp13D08	165
10684.weampp12F07	623
10684.weampp04B11	172
10684.weampp10D02	40
10684.weampp10E05	562
10684.weampp14C06	80
10684.weampp08F04	412
10684.weampp02G10	7
10684.weampp09F02	32
10684.weampp16A03	508
10684.weampp13H11	105
10684.weampp05F01	447
10684.weampp04F07	43
10684.weampp07D04	355
10684.weampp03H01	45
10684.weampp03B07	94
10684.weampp08C12	126
10684.weampp03H06	113
10684.weampp06D05	314
10684.weampp07D03	30
10684.weampp09F05	203
10684.weampp03G11	110
10684.weampp08F03	264
10684.weampp13E08	375
10684.weampp07A12	546
10684.weampp10D05	62
10684.weampp12D09	295
10684.weampp04H10	26
10684.weampp05B10	52
10684.weampp13F06	270
10684.weampp02F10	100
10684.weampp08G04	195
10684.weampp05E08	307
10684.weampp04G07	197
10684.weampp07E04	266
10684.weampp06E02	230
10684.weampp01A02	3
10684.weampp03C07	281
10684.weampp03G09	41
10684.weampp07C03	582
10684.weampp06C05	76
10684.weampp05A06	92
10684.weampp04C09	28
10684.weampp01H12	7
10684.weampp08A03	47
10684.weampp14D01	494
10684.weampp04D11	33
10684.weampp10B02	58
10684.weampp11H02	271
10684.weampp07F12	236
10684.weampp11C03	18
10684.weampp14E06	433
10684.weampp02A10	455
10684.weampp04H08	312
10684.weampp05B08	863
10684.weampp07B04	11
10684.weampp02D01	23
10684.weampp03D07	577
10684.weampp08E12	243
10684.weampp01F05	71
10684.weampp07B03	179
10684.weampp06H03	203
10684.weampp13D10	396
10684.weampp05H09	231
10684.weampp04B09	203
10684.weampp16G04	78
10684.weampp14G08	26
10684.weampp03A11	11
10684.weampp15E07	52
10684.weampp12A07	143
10684.weampp04E11	60
10684.weampp13C08	924
10684.weampp07G12	127
10684.weampp05D10	45
10684.weampp13H09	550
10684.weampp14D06	438
10684.weampp08A04	571
10684.weampp04A07	34
10684.weampp05A01	251
10684.weampp05C08	66
10684.weampp07C04	401
10684.weampp11G12	28
10684.weampp16C12	73
10684.weampp02G08	168
10684.weampp02E01	8
10684.weampp03E09	33
10684.weampp08F12	172
10684.weampp01E05	245
10684.weampp06A05	296
10684.weampp05C06	47
10684.weampp13G10	913
10684.weampp04A09	81
10684.weampp08C03	119
10684.weampp15F07	72
10684.weampp03B11	48
10684.weampp12H01	97
10684.weampp13B01	850
10684.weampp07D12	76
10684.weampp11A03	209
10684.weampp13C06	28
10684.weampp02C10	15
10684.weampp08B04	36
10684.weampp14G06	41
10684.weampp08H02	97
10684.weampp04H01	65
10684.weampp12F11	134
10684.weampp04B07	69
10684.weampp05H07	40
10684.weampp05B01	355
10684.weampp02F01	55
10684.weampp02D08	188
10684.weampp03F07	50
10684.weampp03D09	281
10684.weampp15H10	633
10684.weampp05B06	357
10684.weampp16E04	161
10684.weampp08H05	166
10684.weampp08B03	41
10684.weampp14E08	23
10684.weampp15G07	474
10684.weampp03C11	116
10684.weampp09B05	949
10684.weampp04G11	19
10684.weampp13A08	120
10684.weampp13C01	43
10684.weampp10A02	81
10684.weampp15D09	170
10684.weampp09C02	221
10684.weampp03H10	54
10684.weampp05A08	218
10684.weampp06A02	178
10684.weampp11E12	28
10684.weampp02G01	112
10684.weampp03G07	44
